is_correct,candidate_id,bow_norm,jaccard_norm,order_norm,bm25_norm,cross_norm
0,1717807,0.33167,0.00000,0.00000,0.00000,0.03281
0,73005,0.30388,0.61429,0.87111,0.25337,0.35484
0,13798845,0.27610,1.00000,0.93333,0.39686,0.81101
0,37542,0.27088,0.00000,0.00000,0.00000,0.00000
0,2266102,0.24832,0.50588,0.68772,0.36501,0.74268
0,6119140,0.03268,0.00000,0.00000,0.00000,0.16620
0,1647116,0.00000,0.00000,0.00000,0.00000,0.13344
1,77151,1.00000,0.19780,0.00000,0.86416,1.00000
0,77191,0.54524,0.20849,0.11789,0.77327,0.80993
0,77250,0.46874,0.18947,0.10187,0.70925,0.80005
0,5783849,0.41028,0.00000,0.00000,0.00000,0.00000
0,76696,0.34401,0.25352,0.14846,0.74191,0.65147
0,7008368,0.34401,0.00000,0.00000,0.00000,0.00237
0,4197950,0.17702,0.90000,0.89691,0.98291,0.81308
0,6316049,0.17702,1.00000,1.00000,1.00000,0.81033
0,823879,0.12473,0.31214,0.18831,0.77140,0.86096
0,2422483,0.12473,0.00000,0.00000,0.00000,0.18707
0,2122831,0.06627,0.00000,0.00000,0.00000,0.01943
0,10538141,0.06627,0.00000,0.00000,0.00000,0.04542
0,15872202,0.06627,0.00000,0.00000,0.00000,0.00721
0,77234,0.03424,0.20930,0.12185,0.63728,0.83521
0,161172,0.00000,0.73973,0.87879,0.89671,0.65489
0,266238,1.00000,0.56522,0.68841,0.86246,1.00000
0,11582154,0.81195,0.00000,0.00000,0.00000,0.00000
0,7042003,0.81121,0.00000,0.00000,0.00000,0.00605
1,62335,0.73317,0.10442,0.12769,0.35451,0.68494
0,15685672,0.56786,0.00000,0.00000,0.00000,0.05643
0,4709379,0.42291,1.00000,1.00000,1.00000,0.82956
1,8370041,0.27830,0.00000,0.00000,0.00000,0.02068
0,181368,0.19952,0.20000,0.18627,0.29471,0.60403
0,669708,0.19952,0.00000,0.00000,0.00000,0.01242
0,6926963,0.19952,0.00000,0.00000,0.00000,0.04447
0,1884174,0.13341,0.00000,0.00000,0.00000,0.03507
0,4502871,0.01147,0.00000,0.00000,0.00000,0.00047
0,7787158,0.01147,0.59091,0.16102,0.74076,0.27117
0,10090845,0.01147,0.00000,0.00000,0.00000,0.00173
0,2548050,0.00000,0.00000,0.00000,0.00000,0.01259
0,73385,1.00000,0.15580,0.09236,0.76100,0.23426
0,5346862,1.00000,0.50588,0.41985,0.99082,0.70214
0,83026,0.94780,0.15088,0.09499,0.68104,0.31208
0,2856913,0.83118,0.29252,0.30556,0.96998,1.00000
0,79064,0.69324,0.17842,0.10358,0.81017,0.29720
1,77333,0.61352,0.38053,0.23810,0.90336,0.91964
0,2774241,0.52441,0.20773,0.13580,0.69112,0.89793
0,13511359,0.47559,1.00000,1.00000,1.00000,0.78306
0,39608,0.30676,0.12303,0.11213,0.60016,0.31940
0,2280312,0.30676,0.44792,0.52381,0.29669,0.16913
0,3779678,0.30676,0.00000,0.00000,0.00000,0.00636
0,7753769,0.16882,0.00000,0.00000,0.00000,0.00000
0,2403323,0.08911,0.79630,0.79710,0.97076,0.93050
0,5763472,0.08911,0.17409,0.15363,0.69235,0.78570
0,20186,0.00000,0.14430,0.08006,0.64985,0.27552
1,77353,1.00000,0.15603,0.14721,0.78617,1.00000
0,7606683,0.79492,0.06215,0.00000,0.52682,0.54813
0,12746689,0.60134,0.43137,0.34940,0.94045,0.87039
0,825970,0.44316,0.21569,0.19595,0.82968,0.76936
0,2640142,0.44316,0.00000,0.00000,0.00000,0.00000
0,2633308,0.24958,0.00000,0.00000,0.00000,0.33134
0,2679926,0.24958,0.25287,0.24576,0.81280,0.55523
0,82306,0.00000,0.18487,0.08788,0.63594,0.77544
0,571085,0.00000,0.17460,0.14948,0.77457,0.82725
0,2569876,0.00000,0.34921,0.37179,0.89884,0.75711
1,3930936,0.00000,0.09016,0.09325,0.46733,0.25671
0,11286665,0.00000,0.30137,0.34524,0.85124,0.71528
0,13953340,0.00000,0.45833,0.45312,0.89981,0.80071
0,14577273,0.00000,0.50000,0.63043,0.39983,0.08368
0,15887268,0.00000,1.00000,1.00000,1.00000,0.83154
1,5095,1.00000,0.00000,0.00000,0.00000,0.00370
1,5267,0.94527,0.00000,0.00000,0.00000,0.00370
0,833118,0.94527,0.00000,0.00000,0.00000,0.09373
0,816276,0.92256,0.00000,0.00000,0.00000,0.03042
0,14267,0.89054,0.00000,0.00000,0.00000,0.40213
0,14271,0.83582,0.00000,0.00000,0.00000,0.12756
0,85722,0.83582,0.00000,0.00000,0.00000,0.02234
0,816281,0.83582,0.00000,0.00000,0.00000,0.01149
0,816288,0.83582,0.00000,0.00000,0.00000,0.00000
0,3431,0.78109,0.00000,0.00000,0.00000,0.09373
0,85767,0.67163,0.00000,0.00000,0.00000,0.07906
0,56085,0.03326,0.00000,0.00000,0.00000,0.17613
0,2042,0.01252,0.00000,0.00000,0.00000,1.00000
0,65873,0.00512,0.00000,0.00000,0.00000,0.07595
0,182,0.00000,0.00000,0.00000,0.00000,0.39092
0,2169025,1.00000,0.00000,0.00000,0.00000,0.13872
0,14473755,0.92863,0.00000,0.00000,0.00000,0.03995
0,290270,0.75432,1.00000,0.94574,1.00000,0.74827
0,818765,0.66566,0.00000,0.00000,0.00000,0.03386
0,16602769,0.64385,0.35028,0.60697,0.24903,0.01783
0,334196,0.61520,0.00000,0.00000,0.00000,0.06372
0,827484,0.50865,0.12086,0.16074,0.13072,0.05684
0,15719984,0.44089,0.64583,0.91045,0.81888,0.54869
0,276652,0.33434,0.00000,0.00000,0.00000,0.00235
0,820184,0.33434,0.22103,0.31525,0.15977,0.13587
0,14637877,0.19522,0.70455,1.00000,0.80294,0.48516
0,819822,0.08866,0.31959,0.24873,0.46044,0.19261
0,8099948,0.08866,0.00000,0.00000,0.00000,0.00000
0,9544228,0.08866,0.89855,0.95686,0.77551,0.32175
0,25575,0.00000,0.22302,0.30424,0.42110,1.00000
1,77485,1.00000,0.00000,0.00000,0.00000,0.04073
0,22065,0.78389,0.11409,0.19417,0.82953,1.00000
0,59047,0.69710,0.11184,0.30928,0.69079,0.90975
0,59102,0.66123,0.11409,0.31915,0.65116,0.93444
0,52387,0.59989,0.06391,0.14925,0.36482,0.74802
0,64443,0.59989,0.09884,0.26087,0.51095,0.83372
0,83327,0.59989,0.08252,0.22388,0.46941,0.07851
0,4807429,0.59989,0.00000,0.00000,0.00000,0.02367
0,7637207,0.59989,1.00000,1.00000,1.00000,0.99232
0,85744,0.07793,0.00000,0.00000,0.00000,0.00000
0,32607,0.03154,0.05583,0.13793,0.52240,0.36162
0,53392,0.01486,0.05105,0.13423,0.37394,0.46963
0,17799,0.00475,0.13821,0.34483,0.68195,0.58591
0,14373081,0.00041,0.25758,0.68966,0.79364,0.85815
0,46700,0.00000,0.08153,0.09009,0.61921,0.44182
0,2768036,1.00000,0.64583,0.22222,0.98049,0.34341
0,4412402,1.00000,0.00000,0.00000,0.00000,0.01725
0,5876366,1.00000,0.00000,0.00000,0.00000,0.00000
0,1866784,0.91811,1.00000,1.00000,1.00000,0.81124
0,7487361,0.91811,0.72093,0.44444,0.91519,0.23490
0,8021465,0.91811,0.70455,0.25000,0.94181,0.24040
0,9294725,0.91811,0.28704,0.17021,0.64910,0.37079
0,12067286,0.91811,0.29524,0.15686,0.62407,0.26986
1,18272,0.27284,0.10580,0.10619,0.70042,1.00000
0,62327,0.20139,0.13596,0.03571,0.69907,0.42485
0,814291,0.06811,0.11654,0.06154,0.80842,0.49010
0,342911,0.04385,0.51667,0.72000,0.88908,0.67337
1,1584986,0.03516,0.62626,0.61538,0.92427,0.98097
0,8562410,0.00870,0.20530,0.18182,0.99832,0.33562
0,2173888,0.00000,0.38272,0.39130,0.98570,0.51054
0,16447392,1.00000,0.00000,0.00000,0.00000,0.00000
0,1236550,0.74028,0.18712,0.07945,0.69707,0.76571
0,7953175,0.62143,0.71765,0.79449,0.95934,0.73467
0,1463523,0.57276,0.00000,0.00000,0.00000,0.00224
0,2639759,0.57276,0.23735,0.24802,0.88707,0.81140
0,3186478,0.57276,0.62887,0.25000,0.89792,1.00000
0,5538293,0.57276,0.43571,0.34091,0.84247,0.74215
0,73455,0.45390,0.78205,0.86009,0.96813,0.76410
0,2732500,0.45390,0.21034,0.22059,0.16572,0.07881
0,4773975,0.28638,0.70115,0.58140,0.92045,0.77224
0,1128829,0.16752,0.19551,0.13393,0.73205,0.82140
0,4157834,0.16752,1.00000,1.00000,1.00000,0.82115
0,8679046,0.16752,0.37423,0.15690,0.96534,0.81569
0,1581368,0.00000,0.00000,0.00000,0.00000,0.01064
0,2887294,0.00000,0.57547,0.51020,0.78888,0.48900
1,72849,1.00000,0.00000,0.00000,0.00000,0.34321
0,3258,0.03434,0.00000,0.00000,0.00000,0.00359
0,835695,0.03434,0.00000,0.00000,0.00000,0.00359
0,6994,0.02584,0.00000,0.00000,0.00000,0.53028
0,705814,0.02584,0.00000,0.00000,0.00000,0.63261
0,836056,0.02584,0.00000,0.00000,0.00000,0.63261
0,231985,0.02046,0.00000,0.00000,0.00000,0.00637
0,814201,0.02046,0.00000,0.00000,0.00000,0.00637
0,13592,0.01388,0.00000,0.00000,0.00000,0.06690
1,26859,0.01388,0.00000,0.00000,0.00000,0.00000
1,834627,0.01388,0.00000,0.00000,0.00000,0.00000
0,913,0.00538,0.00000,0.00000,0.00000,0.00346
0,257559,0.00314,0.66071,0.74820,0.90824,0.56559
0,14399424,0.00314,1.00000,1.00000,1.00000,0.51449
0,77135,0.00000,0.88095,0.88889,0.41725,1.00000
1,78402,1.00000,0.45278,0.57353,0.14514,1.00000
0,1504931,0.04184,0.00000,0.00000,0.00000,0.03890
0,4469658,0.04184,0.00000,0.00000,0.00000,0.09625
0,1989373,0.04069,0.00000,0.00000,0.00000,0.06009
0,3896686,0.02556,0.00000,0.00000,0.00000,0.00299
0,3923034,0.02556,0.00000,0.00000,0.00000,0.02668
0,12185,0.01557,0.59707,0.31893,0.73690,0.06872
0,1291745,0.01242,1.00000,0.00000,1.00000,0.31944
0,3013150,0.01242,0.00000,0.00000,0.00000,0.00000
0,4196667,0.01242,0.00000,0.00000,0.00000,0.08007
0,253784,0.01019,0.74771,1.00000,0.56694,0.29400
0,1690186,0.01019,0.80693,0.00000,0.93265,0.25823
0,57041,0.00538,0.80296,0.47232,0.82167,0.19431
0,3899788,0.00538,0.00000,0.00000,0.00000,0.00128
0,1750867,0.00000,0.00000,0.00000,0.00000,0.09346
0,814135,1.00000,0.00000,0.00000,0.00000,0.93260
0,539079,0.51299,0.00000,0.00000,0.00000,0.93260
0,53102,0.15900,0.00000,0.00000,0.00000,0.39754
0,460856,0.15900,0.00000,0.00000,0.00000,0.39754
0,221,0.15242,0.00000,0.00000,0.00000,0.35263
0,4693,0.07606,0.00000,0.00000,0.00000,0.90540
0,2459338,0.06720,0.00000,0.00000,0.00000,0.92547
0,15563864,0.05877,1.00000,1.00000,1.00000,0.79768
0,815828,0.03940,0.00000,0.00000,0.00000,0.96545
0,6625846,0.02857,0.00000,0.00000,0.00000,0.81565
0,817492,0.02657,0.00000,0.00000,0.00000,0.00000
0,7320188,0.01842,0.00000,0.00000,0.00000,1.00000
0,4026970,0.00597,0.00000,0.00000,0.00000,0.93889
0,815281,0.00498,0.00000,0.00000,0.00000,0.99121
0,818681,0.00000,0.75652,0.63448,0.61972,0.64567
1,49749,1.00000,0.35849,0.19265,0.93186,1.00000
0,5798996,0.21441,1.00000,1.00000,1.00000,0.64569
0,9044,0.17086,0.27014,0.16722,0.76549,0.65174
0,77274,0.15388,0.32386,0.20186,0.75357,0.83910
0,9088,0.09173,0.17066,0.05379,0.70248,0.45708
0,9184,0.09173,0.15000,0.09725,0.58423,0.26263
0,49758,0.09173,0.35404,0.27839,0.74898,0.37630
0,74453,0.09173,0.24569,0.15833,0.70537,0.60650
0,9147,0.03558,0.29082,0.09212,0.71400,0.52201
0,50261,0.03558,0.63333,0.34234,0.84299,0.63160
0,62346,0.03558,0.23361,0.13657,0.66091,0.31839
0,830800,0.03558,0.31667,0.21378,0.79054,0.48945
0,6807249,0.03558,0.29082,0.17175,0.72440,0.68263
0,11199121,0.03558,0.00000,0.00000,0.00000,0.00000
0,25970,0.00000,0.18269,0.08225,0.54489,0.28070
0,57428,1.00000,0.00000,0.37089,0.59833,0.17022
0,60176,0.71634,0.44194,0.48518,0.58259,0.19253
0,16031,0.67465,1.00000,1.00000,0.83624,1.00000
0,32724,0.56827,0.41762,0.25746,0.61652,0.01477
0,814637,0.37710,0.21241,0.03355,0.45735,0.03749
0,26530,0.34513,0.16385,0.63002,0.00000,0.01104
0,51463,0.30168,0.37596,0.38583,0.69403,0.00975
0,84456,0.18099,0.10601,0.00000,0.48025,0.09351
0,36720,0.10852,0.81473,0.35394,0.74815,0.11058
0,36592,0.09733,0.47890,0.08636,0.84891,0.00304
0,246785,0.02620,0.38807,0.23127,0.86223,0.02269
0,29222,0.02611,0.54423,0.36027,0.61519,0.08037
0,8974,0.01997,0.54685,0.04698,0.49022,0.00401
0,47823,0.00249,0.97581,0.35551,0.68842,0.02684
0,48999,0.00000,0.82293,0.82436,1.00000,0.00000
0,815914,1.00000,0.67182,0.25750,0.91357,0.03872
0,12821,0.84946,0.56333,0.56068,0.16081,0.08847
0,816617,0.75505,0.00000,0.00000,0.00000,1.00000
0,51892,0.58919,0.54791,0.19420,0.60631,0.29536
0,65576,0.57859,0.88389,0.73648,1.00000,0.36824
0,1282,0.45882,0.29859,0.13134,0.47227,0.56214
0,31130,0.33478,0.62362,1.00000,0.79227,0.06442
0,42610,0.30584,0.73205,0.33749,0.72805,0.31710
0,814116,0.26353,0.60704,0.39502,0.56208,0.07475
0,820349,0.20387,0.52160,0.43695,0.48390,0.13588
0,685908,0.20264,1.00000,0.86905,0.82085,0.22031
0,26129,0.16358,0.51247,0.09463,0.73413,0.46552
0,352846,0.02808,0.00000,0.00000,0.00000,0.00000
0,61588,0.01069,0.69835,0.54034,0.80812,0.27338
0,20995,0.00000,0.47154,0.68161,0.54597,0.35556
1,52550,1.00000,0.11310,0.09513,0.05455,0.94868
0,8554170,0.85983,0.66667,0.51190,1.00000,0.96613
0,77387,0.80355,0.39583,0.29252,0.78408,0.76641
0,11994299,0.80355,0.00000,0.00000,0.00000,0.08494
0,3948527,0.74062,0.00000,0.00000,0.00000,0.31883
0,52559,0.58693,0.64407,0.45263,0.86507,0.73024
0,68967,0.58693,0.28788,0.25904,0.79094,0.59330
0,15451627,0.48952,0.00000,0.00000,0.00000,0.00975
0,49871,0.37031,0.50667,0.23370,0.68551,0.66712
0,2858034,0.37031,1.00000,1.00000,0.83326,1.00000
0,618319,0.21662,0.56716,0.53750,0.57060,0.91390
0,1124650,0.21662,0.00000,0.00000,0.00000,0.01611
0,2066765,0.21662,0.00000,0.00000,0.00000,0.00000
0,41286,0.00000,0.10734,0.08996,0.36195,0.52558
0,816347,0.00000,0.12102,0.00000,0.71801,0.51937
1,5562,1.00000,0.08421,0.07812,0.19474,1.00000
0,913,0.44211,0.00000,0.00000,0.00000,0.02102
0,9447,0.44211,0.00000,0.00000,0.00000,0.02428
0,14328,0.44211,0.00000,0.00000,0.00000,0.02570
0,9352779,0.28454,0.23881,0.21277,0.51717,0.48345
0,5095,0.27894,0.00000,0.00000,0.00000,0.01189
0,5082414,0.15370,0.24615,0.12346,0.66746,0.34592
0,7028218,0.15370,0.40000,0.40000,1.00000,0.62195
0,10921004,0.14612,0.34043,0.36364,0.89141,0.43923
0,633711,0.12137,1.00000,1.00000,0.73929,0.51646
0,1214729,0.02088,0.25000,0.12987,0.37743,0.54517
0,9759892,0.02088,0.61538,0.30303,0.44622,0.55383
0,12177871,0.02088,0.10000,0.04167,0.20383,0.07875
0,182,0.00000,0.00000,0.00000,0.00000,0.11220
0,2933,0.00000,0.00000,0.00000,0.00000,0.00000
0,347698,1.00000,0.77538,0.45234,0.75765,0.14483
0,814642,0.69109,0.39201,0.29845,0.14913,0.05831
0,814643,0.53522,0.60723,0.57505,0.52476,0.03717
0,814116,0.37641,0.83721,0.59845,0.45093,0.00017
0,814639,0.15523,0.70986,0.98763,0.57313,0.03838
0,2205802,0.15158,0.00000,0.00000,0.00000,0.99633
0,989416,0.14596,0.00000,0.00000,0.00000,0.04916
0,497755,0.14414,1.00000,0.55540,0.77496,0.00898
0,29222,0.08840,0.95455,0.22908,0.53908,0.04671
0,63454,0.07862,0.96923,0.68319,0.44567,0.04929
0,822193,0.07825,0.76190,0.29242,0.27073,0.02357
0,821020,0.05027,0.48980,0.58931,0.09871,0.00585
0,347961,0.02643,0.99213,1.00000,0.41605,0.00000
0,4951251,0.01939,0.00000,0.00000,0.00000,1.00000
0,821280,0.00000,0.91636,0.81478,1.00000,0.06469
0,3208420,1.00000,0.00000,0.00000,0.00000,0.86088
0,1283,0.89237,0.00000,0.00000,0.00000,0.90446
0,6438290,0.58735,0.07240,0.11118,0.08580,0.04035
0,10960361,0.39624,0.00000,0.00000,0.00000,1.00000
0,71,0.28382,0.10390,0.17846,0.12696,0.00000
0,820853,0.22436,0.38323,0.32074,0.38510,0.02936
0,3417500,0.18497,0.00000,0.00000,0.00000,0.87303
0,5787014,0.17807,0.16000,0.60000,0.08463,0.08130
0,3906360,0.15807,0.68712,0.53814,0.96850,0.51674
0,8442631,0.12610,0.96970,1.00000,1.00000,0.42233
0,1722962,0.12492,0.69565,0.61867,0.70808,0.06583
0,6774711,0.10952,0.00000,0.00000,0.00000,0.96202
0,4450428,0.08157,0.77419,0.63273,0.99337,0.10143
0,4167785,0.04719,0.00000,0.00000,0.00000,0.87118
0,9882144,0.00000,1.00000,0.61922,0.96621,0.04590
0,8494442,1.00000,0.80964,0.66667,1.00000,0.92447
0,2035295,0.47829,0.00000,0.00000,0.00000,0.47606
0,820917,0.42214,0.14170,0.04950,0.26151,0.00000
1,135356,0.31082,0.14118,0.11628,0.39939,0.03392
0,5373492,0.25174,0.00000,0.00000,0.00000,0.58282
0,7715629,0.25154,0.00000,0.00000,0.00000,0.46946
0,8031681,0.19784,0.48608,0.33058,0.65357,0.32031
0,3296071,0.19223,0.48485,0.27211,0.71557,1.00000
0,2834950,0.17267,0.76800,0.51948,0.74384,0.84080
0,14930326,0.14209,0.54085,0.63158,0.81840,0.71830
0,5213938,0.08671,1.00000,1.00000,0.86072,0.91909
0,2787208,0.08176,0.00000,0.00000,0.00000,0.57839
0,11728047,0.07654,0.39344,0.28090,0.59364,0.92589
0,14307602,0.07346,0.00000,0.00000,0.00000,0.48155
0,1289194,0.00000,0.32914,0.28340,0.98143,0.93053
0,1222795,1.00000,0.00000,0.00000,0.00000,0.90491
0,5695608,0.65949,0.00000,0.00000,0.00000,1.00000
0,4368556,0.51445,0.00000,0.00000,0.00000,0.99829
0,814410,0.43357,0.59408,0.27284,0.74510,0.40400
0,1450128,0.37307,0.00000,0.00000,0.00000,0.89243
0,6301313,0.21814,0.00000,0.00000,0.00000,0.94390
0,1168654,0.20340,0.73503,0.47819,0.60235,0.00000
